id,origin,firstLabel,secondLabel,thirdLabel
6352909,industrial_structures,literature,visual_arts,means_of_communication
6391277,industrial_structures,industrial_structures,visual_arts,ecology
6490939,industrial_structures,industrial_structures,goods_and_services,distributive_traders
6543253,industrial_structures,geology,industrial_structures,cartography
6556948,industrial_structures,geology,industrial_structures,ecology
6618006,industrial_structures,leather_and_textile_industries,industrial_structures,visual_arts
6684177,industrial_structures,information_science,information_technology_applications,industrial_structures
670360,industrial_structures,leather_and_textile_industries,industrial_structures,military_science
6817511,industrial_structures,industrial_structures,goods_and_services,economic_sector
6986366,industrial_structures,visual_arts,industrial_structures,industrial_production
7022903,industrial_structures,optics,visual_arts,industrial_structures
7339275,industrial_structures,industrial_structures,economic_sector,geographical_distribution_of_the_population
7426616,industrial_structures,forestry,industrial_structures,cognitive_science
7427073,industrial_structures,geology,industrial_structures,education
7616600,industrial_structures,industrial_structures,research,information_science
775003,industrial_structures,market_prices,monetary_economics,financial_market
7784540,industrial_structures,forestry,industrial_structures,ecosystem
7939,industrial_structures,market_prices,industrial_structures,microeconomics
8012445,industrial_structures,marketing,industrial_structures,market_prices
8175246,industrial_structures,goods_and_services,economic_sector,maritime_and_inland_waterway_transport
818884,industrial_structures,visual_arts,performing_arts,information_and_information_processing
8195569,industrial_structures,industrial_structures,maritime_and_inland_waterway_transport,oceanography
8295487,industrial_structures,visual_arts,ecology,economic_sector
846,industrial_structures,industrial_structures,education,economic_sector
849697,industrial_structures,industrial_structures,visual_arts,leather_and_textile_industries
8584803,industrial_structures,geology,agricultural_structures_and_production,goods_and_services
9000683,industrial_structures,industrial_structures,geography,education
9032725,industrial_structures,industrial_structures,goods_and_services,economic_sector
9193462,industrial_structures,geology,industrial_structures,ecology
935960,industrial_structures,industrial_structures,visual_arts,optics
9441789,industrial_structures,law,documentation,taxation
9544716,industrial_structures,forestry,industrial_structures,performing_arts
962085,industrial_structures,industrial_structures,visual_arts,information_science
9681975,industrial_structures,nutrition,industrial_production,industrial_structures
9724768,industrial_structures,industrial_structures,visual_arts,industrial_production
97275,industrial_structures,geology,performing_arts,visual_arts
9830648,industrial_structures,industrial_structures,astronomy,optics
99210,industrial_structures,industrial_structures,literature,economic_sector
999164,industrial_structures,hydrology,industrial_structures,geography
999733,industrial_structures,economic_sector,oceanography,social_situation
7057945,social_situation,psychology,leisure,education
711550,social_situation,social_situation,psychology,cognitive_science
7266476,social_situation,social_situation,geographical_distribution_of_the_population,psychology
7441117,social_situation,social_situation,organisation_of_teaching,leisure
744849,social_situation,social_situation,social_structure,law
7590724,social_situation,social_situation,law,cognitive_science
7617805,social_situation,social_situation,chemistry,biology
7619293,social_situation,psychoanalysis,social_situation,psychology
7695749,social_situation,goods_and_services,social_situation,therapeutics
777630,social_situation,social_situation,cognitive_science,cartography
7878109,social_situation,criminology,economic_system,geomorphology
7908466,social_situation,social_situation,means_of_communication,opinion_poll
798781,social_situation,education,social_situation,leisure
8020189,social_situation,social_situation,law,social_indicator
80408,social_situation,population_dynamics,psychology,social_structure
804964,social_situation,opinion_poll,psychology,information_and_information_processing
8055104,social_situation,social_situation,therapeutics,medical_research
8185866,social_situation,social_situation,migration,therapeutics
8292099,social_situation,social_situation,social_life,law
82974,social_situation,psychoanalysis,military_science,illness
8310995,social_situation,geographical_distribution_of_the_population,social_situation,migration
8392560,social_situation,welfare,social_indicator,social_situation
8484604,social_situation,leisure,geographical_distribution_of_the_population,cognitive_science
8569458,social_situation,law,social_situation,means_of_communication
869311,social_situation,social_situation,cognitive_science,geographical_distribution_of_the_population
8758878,social_situation,social_situation,therapeutics,medical_research
8885975,social_situation,migration,social_situation,law
8900392,social_situation,social_situation,education,teaching
892577,social_situation,social_situation,psychology,geographical_distribution_of_the_population
8936156,social_situation,social_situation,law,cognitive_science
8957266,social_situation,social_situation,family,opinion_poll
89844,social_situation,ecology,biology,social_situation
903360,social_situation,social_situation,social_structure,law
935171,social_situation,social_situation,family,welfare
9393445,social_situation,visual_arts,social_policy,criminology
9518556,social_situation,personal_data,social_situation,documentation
9677389,social_situation,social_situation,therapeutics,distributive_traders
99277,social_situation,social_situation,illness,pharmacology
993120,social_situation,social_situation,literature,cognitive_science
994299,social_situation,migration,social_situation,geographical_distribution_of_the_population
998987,social_situation,social_situation,education,organisation_of_teaching
6734116,research,cognitive_science,metals,geographical_distribution_of_the_population
6906424,research,education,research,information_and_information_processing
695010,research,research,industrial_production,population_dynamics
7008406,research,cognitive_science,literature,research
70543,research,documentation,research,information_and_information_processing
70600,research,geographical_distribution_of_the_population,research,biology
70875,research,technological_change,cognitive_science,marketing
7103070,research,research,literature,visual_arts
7117540,research,research,electronics,military_science
718355,research,research,law,criminology
7421881,research,family,law,biology
7660968,research,research,cognitive_science,international_trade
7664848,research,cybernetics,cognitive_science,psychology
772062,research,research,literature,education
772097,research,research,literature,means_of_communication
7726320,research,research,economic_sector,geomorphology
77390,research,research,maritime_and_inland_waterway_transport,oceanography
7759595,research,law,literature,research
7806345,research,impact_study,research,medical_research
80646,research,social_indicator,welfare,music
80666,research,religion,research,literature
8262635,research,personal_data,research,social_situation
838750,research,research,documentation,literature
8412858,research,literature,documentation,research
8492660,research,illness,toxicology,ecology
8533371,research,research,maritime_and_inland_waterway_transport,industrial_production
8547338,research,research,maritime_and_inland_waterway_transport,industrial_production
8556186,research,research,visual_arts,taxation
8569325,research,mathematics,literature,research
8603776,research,social_indicator,digital_technology,leisure
86344,research,education,research,organisation_of_teaching
8695783,research,means_of_communication,opinion_poll,leisure
870554,research,personal_data,research,social_situation
8756520,research,research,biology,industrial_production
879369,research,research,digital_technology,software
8822216,research,research,intellectual_property,literature
8891494,research,literature,personal_data,research
8927248,research,illness,research,toxicology
8969359,research,cognitive_science,intellectual_property,psychology
907924,research,literature,visual_arts,demography
916664,research,research,visual_arts,opinion_poll
929970,research,research,immunology,psychology
9422189,research,literature,research,visual_arts
9460402,research,impact_study,research,cognitive_science
9542150,research,visual_arts,research,teaching
9577996,research,literature,research,visual_arts
9746248,research,cognitive_science,biology,education
6815547,acoustics,acoustics,electronics,electrotechnology
6816305,acoustics,acoustics,cognitive_science,chemistry
6847314,acoustics,acoustics,chemistry,mechanical_engineering
6900166,acoustics,hydrology,ecosystem,chemistry
690883,acoustics,acoustics,electrotechnology,cognitive_science
6916790,acoustics,acoustics,cognitive_science,literature
6933302,acoustics,acoustics,chemistry,mechanical_engineering
7168569,acoustics,acoustics,optics,chemistry
7202211,acoustics,acoustics,cognitive_science,organisation_of_teaching
7243396,acoustics,acoustics,audiovisual_equipment,digital_technology
7378310,acoustics,acoustics,cognitive_science,chemistry
747654,acoustics,acoustics,therapeutics,optics
7649609,acoustics,acoustics,thermodynamics,chemistry
7717088,acoustics,acoustics,chemistry,mechanical_engineering
77933,acoustics,acoustics,cognitive_science,performing_arts
7957649,acoustics,acoustics,chemistry,mechanical_engineering
7958684,acoustics,acoustics,chemistry,mechanical_engineering
796691,acoustics,acoustics,chemistry,mechanical_engineering
8085071,acoustics,acoustics,mechanical_engineering,chemistry
8099272,acoustics,acoustics,chemistry,mechanical_engineering
8146465,acoustics,cognitive_science,acoustics,organisation_of_teaching
8149603,acoustics,acoustics,chemistry,mechanical_engineering
8238971,acoustics,acoustics,music,database
8249556,acoustics,acoustics,mechanical_engineering,chemistry
8280265,acoustics,acoustics,psychology,organisation_of_teaching
8333073,acoustics,acoustics,chemistry,mechanical_engineering
8371978,acoustics,acoustics,psychology,mechanical_engineering
8380737,acoustics,acoustics,chemistry,mechanical_engineering
8386043,acoustics,acoustics,chemistry,mechanical_engineering
8401814,acoustics,acoustics,chemistry,mechanical_engineering
8410,acoustics,acoustics,electronics,electrotechnology
852692,acoustics,acoustics,therapeutics,optics
8535925,acoustics,acoustics,electronics,electrotechnology
8665976,acoustics,acoustics,music,performing_arts
8676042,acoustics,acoustics,music,mechanical_engineering
8758949,acoustics,acoustics,optics,personal_data
8890983,acoustics,acoustics,mechanical_engineering,chemistry
8891418,acoustics,acoustics,chemistry,mechanical_engineering
8900795,acoustics,acoustics,chemistry,mechanical_engineering
8906668,acoustics,acoustics,spectrometry,optics
8934736,acoustics,acoustics,chemistry,mechanical_engineering
8950546,acoustics,acoustics,optics,biology
8967705,acoustics,acoustics,chemistry,mechanical_engineering
9065428,acoustics,acoustics,chemistry,mechanical_engineering
9402350,acoustics,acoustics,audiovisual_equipment,music
9575773,acoustics,acoustics,mechanical_engineering,chemistry
9615728,acoustics,agronomy,ecology,hydrology
9628423,acoustics,acoustics,mechanical_engineering,migration
6682293,climate_change_policy,ionising_radiation,energy_policy,nuclear_physics
66984,climate_change_policy,forestry,ecosystem,climate_change_policy
6710240,climate_change_policy,energy_policy,climate_change_policy,social_policy
706,climate_change_policy,energy_policy,international_trade,ecology
7191759,climate_change_policy,energy_policy,climate_change_policy,social_policy
7255411,climate_change_policy,energy_policy,law,psychology
7581927,climate_change_policy,energy_policy,climate_change_policy,social_policy
7635170,climate_change_policy,energy_policy,climate_change_policy,social_policy
7684465,climate_change_policy,energy_policy,climate_change_policy,biology
7708669,climate_change_policy,energy_policy,climate_change_policy,social_policy
7752786,climate_change_policy,energy_policy,climate_change_policy,social_policy
7783698,climate_change_policy,energy_policy,climate_change_policy,geographical_distribution_of_the_population
785483,climate_change_policy,energy_policy,climate_change_policy,social_policy
7901833,climate_change_policy,energy_policy,economic_policy,climate_change_policy
7945626,climate_change_policy,energy_policy,climate_change_policy,social_policy
802218,climate_change_policy,energy_policy,international_trade,climate_change_policy
806079,climate_change_policy,climate_change_policy,energy_policy,economic_sector
8127717,climate_change_policy,energy_policy,climate_change_policy,electrotechnology
843050,climate_change_policy,prices,energy_policy,renewable_energy
8433455,climate_change_policy,energy_policy,climate_change_policy,biology
8435296,climate_change_policy,energy_policy,renewable_energy,climate_change_policy
8468050,climate_change_policy,energy_policy,climate_change_policy,ecology
8494433,climate_change_policy,energy_policy,international_trade,climate_change_policy
849508,climate_change_policy,energy_policy,climate_change_policy,documentation
8582603,climate_change_policy,energy_policy,international_trade,climate_change_policy
661633,toxicology,social_situation,toxicology,ecology
66390,toxicology,ecology,geography,chemistry
6690902,toxicology,toxicology,ecology,meteorology
6799080,toxicology,toxicology,chemistry,ecology
6851617,toxicology,toxicology,ecology,chemistry
6915019,toxicology,spectrometry,toxicology,chemistry
696394,toxicology,toxicology,chemistry,therapeutics
6990865,toxicology,toxicology,ecology,geography
7029862,toxicology,toxicology,ecology,industrial_production
7040440,toxicology,toxicology,ecology,geography
704266,toxicology,toxicology,chemistry,ecology
7278018,toxicology,toxicology,ecology,literature
7302694,toxicology,chemistry,toxicology,ecology
732302,toxicology,toxicology,ecology,anatomy
7814491,toxicology,toxicology,ecology,information_science
8146892,toxicology,toxicology,ecology,biology
8242848,toxicology,toxicology,ecology,geography
8247057,toxicology,medical_research,illness,toxicology
8384280,toxicology,toxicology,ecology,medical_research
8470559,toxicology,toxicology,ecology,chemistry
85490,toxicology,toxicology,pharmacology,ecology
8569451,toxicology,immunology,toxicology,ecology
862621,toxicology,toxicology,agronomy,ecology
8676888,toxicology,toxicology,chemistry,biology
8700786,toxicology,toxicology,ecology,illness
8726934,toxicology,toxicology,pharmacology,ecology
89111,toxicology,toxicology,ecology,biology
900138,toxicology,toxicology,ecology,anatomy
9095203,toxicology,toxicology,chemistry,ecology
9239161,toxicology,military_science,toxicology,chemistry
92410,toxicology,toxicology,illness,immunology
9290979,toxicology,toxicology,ecology,literature
9345044,toxicology,toxicology,ecology,geomorphology
9422165,toxicology,toxicology,ecology,information_science
9465500,toxicology,toxicology,ecology,biology
948020,toxicology,toxicology,ecology,therapeutics
9547722,toxicology,toxicology,geomorphology,chemistry
956089,toxicology,toxicology,ecology,illness
957081,toxicology,toxicology,therapeutics,pharmacology
9577147,toxicology,toxicology,illness,criminology
961116,toxicology,toxicology,ecology,therapeutics
9659923,toxicology,immunology,toxicology,ecology
9659926,toxicology,immunology,toxicology,ecology
9659931,toxicology,immunology,toxicology,ecology
984232,toxicology,toxicology,chemistry,ecology
991169,toxicology,toxicology,ecology,biology
9975302,toxicology,toxicology,ecology,literature
9976553,toxicology,toxicology,therapeutics,pharmacology
6857260,coding,computer_equipment,coding,digital_technology
6870355,coding,coding,education,software
68760,coding,coding,computer_equipment,digital_technology
689619,coding,coding,software,visual_arts
6904,coding,coding,digital_technology,information_technology_applications
70973,coding,coding,information_science,cognitive_science
710604,coding,coding,software,cognitive_science
7177568,coding,coding,software,information_technology_applications
7235892,coding,coding,digital_technology,information_technology_applications
7303776,coding,coding,digital_technology,software
6154077,data_recording,digital_technology,electronics,visual_arts
6159363,data_recording,data_recording,digital_technology,electronics
6336535,data_recording,data_recording,astronomy,astronautics
644968,data_recording,digital_technology,electronics,visual_arts
650428,data_recording,data_recording,goods_and_services,electronics
65880,data_recording,data_recording,documentation,information_storage
65899,data_recording,digital_technology,data_recording,audiovisual_equipment
6642451,data_recording,data_recording,digital_technology,electronics
6906155,data_recording,Traffic_regulations,land_transport,Transport_regulations
70912,data_recording,data_recording,electronics,documentation
6231748,information_storage,electronics,information_storage,digital_technology
6441967,information_storage,audiovisual_equipment,digital_technology,information_storage
648031,information_storage,documentation,information_science,information_storage
6780,information_storage,information_storage,electronics,data_recording
7190236,information_storage,social_indicator,distributive_traders,marketing
7190681,information_storage,audiovisual_equipment,intellectual_property,digital_technology
7208255,information_storage,audiovisual_equipment,information_storage,electronics_and_electrical_engineering
7365070,information_storage,communications_industry,digital_technology,means_of_communication
614381,personal_data,international_trade,personal_data,social_situation
615326,personal_data,personal_data,social_impact,social_situation
615336,personal_data,personal_data,social_impact,social_situation
615339,personal_data,personal_data,social_impact,social_situation
615353,personal_data,personal_data,social_impact,social_situation
6157100,personal_data,personal_data,law,literature
618614,personal_data,information_and_information_processing,personal_data,social_situation
625197,personal_data,personal_data,impact_study,social_situation
627040,personal_data,technical_regulations,marketing,personal_data
6426580,personal_data,personal_data,information_and_information_processing,social_situation
55854798,database,electronics,database,computer_equipment
55958532,database,database,cognitive_science,mathematics
56022772,database,database,education,means_of_communication
5671114,database,database,audiovisual_equipment,information_storage
572327,database,database,coding,information_technology_applications
5730687,database,audiovisual_equipment,literature,information_technology_applications
5795167,database,information_science,audiovisual_equipment,cognitive_science
6018095,database,social_indicator,information_science,database
6081447,database,documentation,database,impact_study
6143805,database,database,audiovisual_equipment,marketing
640369,opinion_poll,means_of_communication,opinion_poll,information_and_information_processing
6435232,opinion_poll,opinion_poll,cognitive_science,social_indicator
6519075,opinion_poll,impact_study,law,literature
6583943,opinion_poll,opinion_poll,impact_study,marketing
665947,opinion_poll,impact_study,opinion_poll,law
6731266,opinion_poll,social_life,impact_study,mathematics
6889,opinion_poll,opinion_poll,impact_study,geographical_distribution_of_the_population
704177,opinion_poll,opinion_poll,social_impact,social_situation
708769,opinion_poll,opinion_poll,research,impact_study
7099615,opinion_poll,impact_study,law,opinion_poll
7135084,opinion_poll,opinion_poll,industrial_production,impact_study
7169806,opinion_poll,opinion_poll,law,cognitive_science
7193665,opinion_poll,opinion_poll,law,visual_arts
7380596,opinion_poll,opinion_poll,marketing,market_prices
7467020,opinion_poll,opinion_poll,impact_study,research
7580342,opinion_poll,means_of_communication,opinion_poll,law
7609198,opinion_poll,impact_study,law,digital_technology
7729277,opinion_poll,opinion_poll,industrial_production,impact_study
7869795,opinion_poll,opinion_poll,social_impact,marketing
8323449,opinion_poll,opinion_poll,social_impact,information_and_information_processing
8410651,opinion_poll,demography,opinion_poll,impact_study
8449456,opinion_poll,intellectual_property,opinion_poll,law
8561625,opinion_poll,opinion_poll,impact_study,research
8659664,opinion_poll,opinion_poll,means_of_communication,social_impact
871107,opinion_poll,opinion_poll,research,impact_study
884979,opinion_poll,opinion_poll,research,law
8877150,opinion_poll,law,therapeutics,social_situation
891156,opinion_poll,economic_policy,opinion_poll,welfare
899386,opinion_poll,market_prices,means_of_communication,consumer
9273171,opinion_poll,opinion_poll,impact_study,marketing
9372607,opinion_poll,opinion_poll,marketing,market_prices
948343,opinion_poll,opinion_poll,means_of_communication,impact_study
9493375,opinion_poll,opinion_poll,software,impact_study
9551589,opinion_poll,opinion_poll,impact_study,research
9643127,opinion_poll,opinion_poll,impact_study,law
981133,opinion_poll,opinion_poll,impact_study,mathematics
983071,opinion_poll,opinion_poll,research,impact_study
985467,opinion_poll,monetary_relations,opinion_poll,social_impact
7097882,digital_technology,audiovisual_equipment,literature,digital_technology
711710,digital_technology,digital_technology,electronics,electrotechnology
71925,digital_technology,visual_arts,digital_technology,audiovisual_equipment
7352745,digital_technology,cybernetics,cognitive_science,audiovisual_equipment
7522652,digital_technology,electronics,digital_technology,electrotechnology
7535953,digital_technology,audiovisual_equipment,visual_arts,optics
7552387,digital_technology,computer_equipment,digital_technology,electronics
7667293,digital_technology,digital_technology,electronics,optics
7708951,digital_technology,digital_technology,audiovisual_equipment,information_storage
780745,digital_technology,electronics,digital_technology,goods_and_services
7819987,digital_technology,computer_equipment,digital_technology,electronics
8235261,digital_technology,computer_equipment,software,digital_technology
739219,technology_assessment,pharmacology,technology_assessment,chemistry
74007,technology_assessment,technology_assessment,technological_change,information_and_information_processing
7412739,technology_assessment,social_impact,psychology,criminology
7450714,technology_assessment,information_technology_applications,technology_assessment,technical_regulations
7559144,technology_assessment,information_technology_applications,technology_assessment,information_and_information_processing
7585688,technology_assessment,information_science,information_technology_applications,technology_assessment
7589571,technology_assessment,psychology,social_impact,technology_assessment
763553,technology_assessment,astronautics,technological_change,geology
769984,technology_assessment,illness,medical_research,information_and_information_processing
784642,technology_assessment,technology_assessment,impact_study,biology
7906525,technology_assessment,astronautics,research,technology_assessment
799498,technology_assessment,electrotechnology,astronomy,technology_assessment
6121900,technological_change,medical_research,biology,technological_change
6327906,technological_change,technological_change,intellectual_property,monetary_relations
6342041,technological_change,therapeutics,information_science,technological_change
6390798,technological_change,medical_research,technological_change,immunology
6760,technological_change,medical_research,technological_change,mechanical_engineering
6813898,technological_change,technological_change,cognitive_science,biology
7064233,technological_change,nanotechnology,chemistry,technological_change
7076455,technological_change,medical_research,pharmacology,biology
7097296,technological_change,microeconomics,electronics_and_electrical_engineering,technological_change
732746,technological_change,technological_change,nanotechnology,electronics
7380112,technological_change,technological_change,electronics,visual_arts
6966559,nanotechnology,nanotechnology,metals,chemistry
7057811,nanotechnology,nanotechnology,chemistry,technological_change
707088,nanotechnology,nanotechnology,building_industry,energy_policy
707137,nanotechnology,nanotechnology,industrial_production,marketing
707340,nanotechnology,nanotechnology,building_industry,research
710106,nanotechnology,nanotechnology,optics,technological_change
7127290,nanotechnology,nanotechnology,chemistry,technological_change
7200558,nanotechnology,nanotechnology,chemistry,psychology
7246977,nanotechnology,nanotechnology,electronics,renewable_energy
733208,nanotechnology,nanotechnology,electronics,chemistry
6270922,means_of_communication,literature,performing_arts,maritime_and_inland_waterway_transport
6308032,means_of_communication,means_of_communication,teaching,industrial_production
63342,means_of_communication,leisure,criminology,family
6458113,means_of_communication,opinion_poll,social_situation,visual_arts
6530725,means_of_communication,literature,visual_arts,social_situation
667945,means_of_communication,illness,psychology,epidemiology
6721243,means_of_communication,means_of_communication,visual_arts,social_impact
6827911,means_of_communication,means_of_communication,visual_arts,social_impact
68761,means_of_communication,communications_industry,means_of_communication,opinion_poll
68795,means_of_communication,law,literature,performing_arts
6894384,means_of_communication,literature,opinion_poll,information_and_information_processing
6960101,means_of_communication,psychology,means_of_communication,leisure
7005790,means_of_communication,religion,cognitive_science,psychology
7009956,means_of_communication,opinion_poll,digital_technology,performing_arts
70756,means_of_communication,illness,literature,anatomy
726178,means_of_communication,performing_arts,documentation,literature
7512434,means_of_communication,means_of_communication,documentation,opinion_poll
7528028,means_of_communication,software,means_of_communication,communications_industry
755249,means_of_communication,means_of_communication,opinion_poll,information_and_information_processing
758401,means_of_communication,means_of_communication,demography,performing_arts
7681226,means_of_communication,opinion_poll,communications_industry,geomorphology
790460,means_of_communication,opinion_poll,social_situation,visual_arts
7919455,means_of_communication,opinion_poll,communications_industry,geomorphology
7943564,means_of_communication,performing_arts,organisation_of_teaching,visual_arts
796009,means_of_communication,psychology,literature,visual_arts
7969405,means_of_communication,means_of_communication,opinion_poll,information_and_information_processing
8009696,means_of_communication,intellectual_property,distributive_traders,means_of_communication
8122589,means_of_communication,means_of_communication,visual_arts,opinion_poll
843,means_of_communication,music,social_impact,criminology
8494466,means_of_communication,means_of_communication,cognitive_science,psychology
8594262,means_of_communication,opinion_poll,religion,information_and_information_processing
866031,means_of_communication,paleontology,literature,visual_arts
867583,means_of_communication,social_situation,literature,demography
8770855,means_of_communication,intellectual_property,documentation,performing_arts
896925,means_of_communication,digital_technology,performing_arts,communications_industry
9140443,means_of_communication,literature,documentation,performing_arts
917524,means_of_communication,illness,epidemiology,communications_industry
92436,means_of_communication,social_situation,population_dynamics,psychology
9255458,means_of_communication,information_and_information_processing,digital_technology,performing_arts
93760,means_of_communication,literature,means_of_communication,opinion_poll
9590744,means_of_communication,communications_industry,visual_arts,literature
9599740,means_of_communication,digital_technology,performing_arts,opinion_poll
9609496,means_of_communication,means_of_communication,communications_industry,software
9731819,means_of_communication,means_of_communication,geomorphology,geographical_distribution_of_the_population
9953463,means_of_communication,international_trade,literature,economic_system
55409832,wildlife,wildlife,visual_arts,communications_industry
55504855,wildlife,wildlife,ecology,visual_arts
5594727,wildlife,wildlife,ecology,visual_arts
5695038,wildlife,wildlife,anatomy,literature
5702901,wildlife,wildlife,ecology,biology
5780736,wildlife,wildlife,paleontology,literature
596742,wildlife,psychology,wildlife,visual_arts
5978813,wildlife,visual_arts,wildlife,biology
59922,wildlife,wildlife,visual_arts,biology
6201,wildlife,wildlife,international_trade,ecology
621945,wildlife,oceanography,literature,hydrology
6263652,wildlife,wildlife,biology,law
6220651,goods_and_services,goods_and_services,market_prices,means_of_communication
663430,goods_and_services,cartography,intellectual_property,geography
6642768,goods_and_services,goods_and_services,market_prices,industrial_production
6891228,goods_and_services,goods_and_services,market_prices,music
6918314,goods_and_services,intellectual_property,goods_and_services,market_prices
7115452,goods_and_services,cartography,goods_and_services,market_prices
7138225,goods_and_services,goods_and_services,welfare,public_finance
7168695,goods_and_services,intellectual_property,goods_and_services,market_prices
724650,goods_and_services,goods_and_services,education,social_situation
7291099,goods_and_services,goods_and_services,distributive_traders,industrial_production
7372570,goods_and_services,music,database,performing_arts
739474,goods_and_services,goods_and_services,market_prices,digital_technology
7402116,goods_and_services,goods_and_services,market_prices,music
742265,goods_and_services,intellectual_property,goods_and_services,literature
7624187,goods_and_services,goods_and_services,market_prices,education
76411,goods_and_services,economic_system,goods_and_services,macroeconomics
76412,goods_and_services,social_indicator,economic_policy,monetary_economics
76420,goods_and_services,social_indicator,economic_policy,monetary_economics
7715559,goods_and_services,goods_and_services,distributive_traders,industrial_production
7727695,goods_and_services,goods_and_services,market_prices,means_of_communication
776773,goods_and_services,goods_and_services,marketing,means_of_communication
790412,goods_and_services,welfare,public_finance,goods_and_services
7923922,goods_and_services,goods_and_services,distributive_traders,industrial_production
7963186,goods_and_services,religion,goods_and_services,capital_movement
801015,goods_and_services,goods_and_services,coding,software
8191286,goods_and_services,software,intellectual_property,information_technology_applications
8382411,goods_and_services,computer_network,intellectual_property,goods_and_services
8444089,goods_and_services,goods_and_services,coding,market_prices
858665,goods_and_services,goods_and_services,marketing,market_prices
8615258,goods_and_services,goods_and_services,social_policy,public_finance
8719695,goods_and_services,goods_and_services,market_prices,music
879123,goods_and_services,goods_and_services,market_prices,industrial_production
8857578,goods_and_services,teaching,audiovisual_equipment,digital_technology
889368,goods_and_services,goods_and_services,market_prices,digital_technology
8893853,goods_and_services,intellectual_property,law,goods_and_services
8957258,goods_and_services,digital_technology,goods_and_services,electronics
8984283,goods_and_services,cartography,goods_and_services,market_prices
915426,goods_and_services,goods_and_services,social_situation,social_policy
9290608,goods_and_services,digital_technology,social_indicator,distributive_traders
931915,goods_and_services,economic_system,goods_and_services,economic_policy
9325605,goods_and_services,international_trade,goods_and_services,social_structure
9499612,goods_and_services,goods_and_services,market_prices,family
9518432,goods_and_services,audiovisual_equipment,digital_technology,information_storage
9608034,goods_and_services,macroeconomics,financial_institutions_and_credit,population_dynamics
962326,goods_and_services,goods_and_services,market_prices,digital_technology
9656255,goods_and_services,software,intellectual_property,means_of_communication
9803384,goods_and_services,social_indicator,digital_technology,welfare
9864946,goods_and_services,goods_and_services,market_prices,industrial_production
9876741,goods_and_services,software,intellectual_property,means_of_communication
5813633,cartography,land_transport,cartography,geography
5843495,cartography,cartography,geography,information_science
5868612,cartography,cartography,geographical_distribution_of_the_population,geography
622189,cartography,cartography,geography,information_science
6585480,cartography,cartography,geography,information_science
70983,oceanography,ecosystem,geology,oceanography
7257439,oceanography,oceanography,hydrology,cartography
7339428,oceanography,oceanography,hydrology,cartography
7691324,oceanography,meteorology,oceanography,hydrology
7147837,geography,cartography,geography,information_science
7266679,geography,impact_study,astronomy,research
7351766,geography,geographical_distribution_of_the_population,social_structure,geomorphology
6675690,geomorphology,geomorphology,geology,geography
675660,geomorphology,geomorphology,geology,astronomy
679704,geomorphology,geomorphology,geography,spectrometry
7041469,soil_science,soil_science,forestry,ecology
7087318,soil_science,soil_science,impact_study,economic_sector
7089972,soil_science,soil_science,geography,geology
7102231,soil_science,soil_science,anatomy,ecology
622961,meteorology,meteorology,biology,oceanography
6230269,meteorology,oceanography,hydrology,meteorology
6334263,meteorology,meteorology,oceanography,research
6571052,meteorology,meteorology,oceanography,economic_sector
6604435,meteorology,meteorology,chemistry,geography
718096,soil_science,soil_science,optics,medical_research
72585,soil_science,geomorphology,meteorology,soil_science
7290045,soil_science,agronomy,chemical_industry,soil_science
7393326,soil_science,soil_science,cartography,geography
7396765,soil_science,soil_science,geography,astronomy
7422940,soil_science,military_science,economic_system,economic_sector
754488,soil_science,hydrology,soil_science,chemistry
7768968,soil_science,soil_science,geography,geology
78369,soil_science,soil_science,biology,astronomy
7889578,soil_science,soil_science,cartography,geology
7895949,soil_science,soil_science,thermodynamics,chemical_industry
797472,soil_science,animal_product,chemistry,agronomy
7980668,soil_science,soil_science,geography,economic_sector
8042665,soil_science,soil_science,astronomy,geography
8241428,soil_science,soil_science,geography,geology
8298101,soil_science,soil_science,geography,astronomy
8340271,soil_science,soil_science,research,astronomy
849543,soil_science,hydrology,soil_science,mechanical_engineering
86359,soil_science,soil_science,forestry,hydrology
872850,soil_science,soil_science,ecology,biology
8798341,soil_science,soil_science,agronomy,ecology
8961666,soil_science,soil_science,astronomy,geography
9038260,soil_science,soil_science,ecology,chemistry
916456,soil_science,soil_science,therapeutics,pharmacology
9324319,soil_science,soil_science,geography,geology
9333894,soil_science,soil_science,geography,geology
9382520,soil_science,soil_science,geography,geology
9382550,soil_science,soil_science,geology,astronomy
9382576,soil_science,soil_science,geology,astronomy
9389691,soil_science,soil_science,biology,astronomy
9397149,soil_science,soil_science,agronomy,ecology
9398035,soil_science,soil_science,chemistry,geology
9491546,soil_science,soil_science,geology,geography
9578336,soil_science,soil_science,research,teaching
9627657,soil_science,soil_science,agricultural_policy,cartography
97057,soil_science,soil_science,metals,ecology
973007,soil_science,soil_science,geographical_distribution_of_the_population,geography
973032,soil_science,soil_science,geographical_distribution_of_the_population,geography
9801876,soil_science,soil_science,chemistry,ecology
99404,soil_science,hydrology,geomorphology,forestry
995061,soil_science,soil_science,biology,astronomy
996315,soil_science,geomorphology,soil_science,agronomy
738182,plant_product,plant_product,pharmacology,visual_arts
7451761,plant_product,plant_product,marketing,market_prices
746422,plant_product,plant_product,forestry,chemistry
7604542,plant_product,plant_product,therapeutics,pharmacology
765422,plant_product,plant_product,therapeutics,pharmacology
778848,plant_product,plant_product,therapeutics,pharmacology
