File,FirstLabel,SecondLabel,ThirdLabel
869876,geology,information_science,cybernetics
7648213,financial_legislation,macroeconomics,metrology
7765602,ecosystem,climate_change_policy,documentation
8460632,cognitive_science,demography,leisure
9609496,means_of_communication,technical_regulations,technology_assessment
8042665,soil_science,economic_sector,forestry
81666,sport_science,therapeutics,bioenergy
8110015,anatomy,parasitology,psychology
9366283,communications_industry,performing_arts,means_of_communication
577292,communications_industry,building_industry,public_works
93149,religion,law,welfare
6846175,acoustics,surgery,psychology
8524,nuclear_physics,astronomy,plasma_physics
6978,cognitive_science
9962787,public_debt,economic_system,religion
75295,software,computer_network,systems_interconnection
7976000,population_dynamics,welfare,social_security
6895112,computer_network,systems_interconnection
92514,toxicology,pharmacology,plant_product
7003842,supply_and_demand
8239400,technological_change,nanotechnology,immunology
6930471,pharmacology,intellectual_property,technological_change
882162,aquaculture,bioenergy,renewable_energy
7440205,intellectual_property,economic_system,literature
7157316,statistics,epidemiology,social_survey
905735,database,intellectual_property,information_technology_applications
7061014,intellectual_property,economic_system,database
73161,public_finance,monetary_economics,public_debt
7087318,mechanical_engineering,chemistry,public_works
912043,marketing,distributive_trades,market_prices
7018652,therapeutics,sport_science,military_science
9118778,visual_arts,atmosphere,wildlife
8570677,organisation_of_teaching,education
859228,technical_profession,personal_data,consumer
8736941,documentation,marketing,forecasting
6048636,astronomy
8872794,psychology,surgery,maritime_and_inland_waterway_transport
7366298,data_recording,computer_equipment
45706794,leather_and_textile_industries
7710805,industrial_production,electronics_and_electrical_engineering
9401100,technology_assessment,intellectual_property,technical_regulations
7380596,ecosystem,atmosphere,social_life
6151319,teaching,information_technology_applications,econometrics
8451917,supply_and_demand,international_trade,distributive_trades
952858,ecology,ecosystem,biology
8301951,leisure,social_survey,cybernetics
596745,nanotechnology,anatomy,animal_product
9021642,solar_energy,renewable_energy,wind_energy
901126,atmosphere,economic_system,ecosystem
983787,literature,documentation,information_and_information_processing
7190206,welfare,education,criminology
9180624,data_recording
9978,intellectual_property,religion,demography
8470663,cybernetics,geography,technology_assessment
674693,technology_assessment,technical_regulations,military_science
70402,intellectual_property,psychology,technological_change
7347143,nuclear_physics,astronomy,spectrometry
8582684,education,psychology,leisure
9398035,soil_science,toxicology,biology
8549914,sport_science,farming_systems,organisation_of_teaching
7416228,social_indicator,music,performing_arts
9869592,economic_system,climate_change_policy,international_trade
7665191,farming_systems
71940,plant_product
959281,beverages_and_sugar,metals,chemical_industry
8461948,ecosystem,climate_change_policy,technological_change
905254,climate_change_policy,international_trade,technical_regulations
9232555,population_dynamics,migration,welfare
820248,aquaculture,hydrology,ionising_radiation
75485,plasma_physics,nanotechnology,electrotechnology
7772138,surgery,technological_change,technology_assessment
7955325,intellectual_property,forestry,astronomy
8920717,chemical_industry,metals,aquaculture
732857,wood_industry
9273171,opinion_poll,technical_regulations,impact_study
6336535,data_recording,research,land_transport
4754009,leather_and_textile_industries,electronics_and_electrical_engineering,ecology
7266476,demography,migration,social_situation
9808909,bioenergy
733612,intellectual_property,economic_system,research
8008543,impact_study,technology_assessment,production
8664717,solar_energy
7777747,information_technology_applications,technological_change,technology_assessment
8763563,plant_product,bioenergy,nutrition
858492,systems_interconnection,software
7720531,economic_system,law,means_of_communication
937383,paleontology,mathematics,wildlife
872328,economic_system,prices,marketing
77363,intellectual_property,family,social_life
6227696,communications_industry,music,performing_arts
888903,metallurgical_industry
595528,climate_change_policy,technical_regulations,atmosphere
7906908,bioenergy
8203594,ecosystem,intellectual_property,atmosphere
8066479,economic_system,law,intellectual_property
611768,medical_research,therapeutics
993294,beverages_and_sugar,animal_product
7127290,mathematics,research,nanotechnology
6585368,nutrition,animal_product,technological_change
9367435,electrotechnology,thermodynamics,electronics
9703634,performing_arts,literature,climate_change_policy
8811105,land_transport,aerodynamics,military_science
871712,glaciology,ecosystem,atmosphere
854175,metals,mechanical_engineering,leather_and_textile_industries
707137,nanotechnology,astronomy,nuclear_physics
66614,music,performing_arts,economic_sector
9221384,social_impact,social_structure,financial_market
70912,information_storage,data_recording
6306271,intellectual_property,cognitive_science,statistics
8941807,research,welfare,population_dynamics
8342457,capital_movement,economic_indicator,economic_system
6852602,ecosystem,atmosphere,biology
738079,atmosphere,astronomy,music
997497,information_technology_applications,economic_system,personal_data
6999780,social_impact,social_structure,climate_change_policy
775699,astronomy,spectrometry,research
8311927,information_science,literature,information_technology_applications
7138034,economic_indicator,capital_movement,meteorology
7616600,industrial_structures,astronomy,research
7728641,digital_technology,technology_assessment,technological_change
78477,plant_product
708506,economic_sector,social_situation,population_dynamics
828834,metals
6877922,population_dynamics,demography,migration
7085390,maritime_and_inland_waterway_transport,land_transport,air_and_space_transport
960229,atmosphere,plant_product,ecosystem
938385,atmosphere,aerodynamics,intellectual_property
8008377,optics
7902937,anatomy,atmosphere,ecosystem
9722535,plasma_physics,astronautics,astronomy
9394759,research,astronautics,illness
9462866,data_recording,personal_data
8468292,farming_systems
7626128,consumer,population_dynamics,personal_data
985758,organisation_of_teaching,education
8034317,criminology,intellectual_property,information_technology_applications
7867732,plant_product,bioenergy
878063,economic_system,economic_sector,technological_change
47672501,leather_and_textile_industries,agricultural_structures_and_production,beverages_and_sugar
581124,econometrics,digital_technology,intellectual_property
9097185,ionising_radiation
735512,atmosphere,ionising_radiation,ecosystem
8754259,animal_product
757817,sport_science,econometrics,beverages_and_sugar
983690,religion,information_and_information_processing,plant_product
857888,animal_product,nutrition,agronomy
7073120,climate_change_policy,atmosphere,ionising_radiation
907819,law,economic_system,technological_change
9961348,electronics_and_electrical_engineering,land_transport,industrial_production
9672835,systems_interconnection,computer_network
97057,chemical_industry,soil_science,sport_science
8278670,climate_change_policy,financial_legislation,welfare
6194438,glaciology
950352,ecosystem,aquaculture,hydraulic_energy
8985875,electronics,digital_technology,technological_change
9499731,ecosystem,aquaculture,atmosphere
6709424,personal_data,astronomy,intellectual_property
8159131,wildlife,climate,visual_arts
6642768,database
9529258,paleontology,wildlife,beverages_and_sugar
99163,demography,nanotechnology,anatomy
7608056,communications_industry,performing_arts,music
6427160,intellectual_property,technological_change,plasma_physics
8884972,mechanical_engineering,microeconomics,maritime_and_inland_waterway_transport
9206071,technology_assessment,digital_technology,industrial_production
7705225,chemical_industry,industrial_production,production
7426034,means_of_communication,audiovisual_equipment,social_impact
7597362,systems_interconnection,computer_network
7715559,marketing,industrial_production,economic_sector
650428,systems_interconnection,computer_equipment,digital_technology
6134348,ecosystem,atmosphere,geology
7346,electrotechnology,technological_change,technology_assessment
7138357,maritime_and_inland_waterway_transport,intellectual_property,wildlife
6886765,prices,farming_systems
7543640,information_technology_applications,financial_legislation,social_impact
8103336,data_recording,optics,laser_physics
9209712,renewable_energy,hydraulic_energy,solar_energy
711853,ionising_radiation,military_science,intellectual_property
8280265,information_technology_applications,mathematics,cybernetics
9494086,oceanography,ecology,aquaculture
6337653,budget,public_finance,taxation
6884689,climate_change_policy,climate,ecosystem
8535925,nanotechnology,metals,technological_change
934407,statistics,social_survey,insurance
846772,welfare,social_life,supply_and_demand
615793,intellectual_property,economic_sector,public_finance
996206,forestry,maritime_and_inland_waterway_transport,land_transport
55851949,building_industry,visual_arts,intellectual_property
8910827,technical_profession,air_and_space_transport,statistics
8354779,maritime_and_inland_waterway_transport,aerodynamics,astronautics
7697770,technical_regulations,population_dynamics,economic_system
7502807,therapeutics,technology_assessment,technological_change
762047,aquaculture,ecosystem
912266,technical_regulations,economic_sector,intellectual_property
914343,organisation_of_teaching,education
69720,anatomy,ecosystem,economic_sector
6872931,econometrics,astronomy,geology
85482,law,welfare,religion
948580,electrotechnology,plasma_physics,nuclear_physics
95176,psychology,cybernetics,psychoanalysis
9909443,technological_change,software,technical_regulations
71560,insurance,immunology,statistics
997715,nanotechnology,nuclear_physics,thermodynamics
99358,ecology,ecosystem,geography
7081966,farming_systems,financial_legislation,public_debt
758947,research
9793832,solar_energy,climate_change_policy,consumption
684037,public_finance,public_debt
993351,marketing,social_impact,database
8459126,financial_legislation,criminology,welfare
8883686,biology,toxicology,therapeutics
6308032,means_of_communication,economic_system,economic_sector
9095203,pharmacology,medical_research,toxicology
8679910,solar_energy
947399,land_transport
8124642,hydrology,renewable_energy,hydraulic_energy
92422,plant_product,agronomy,toxicology
8436735,coding,database,digital_technology
7821918,aquaculture,atmosphere,technology_assessment
9794353,macroeconomics,microeconomics,economic_system
7096219,military_science,personal_data,public_finance
728229,astronomy,spectrometry,research
6254696,audiovisual_equipment
9975302,plant_product,ecosystem,toxicology
806181,bioenergy
8139919,information_and_information_processing,climate_change_policy,information_technology_applications
941923,intellectual_property,astronomy,research
8410,social_survey,acoustics,economic_indicator
917966,production,technological_change,industrial_production
7375806,surgery,technology_assessment,technological_change
9491546,geology,geomorphology,glaciology
8953559,econometrics,mathematics,nanotechnology
9791059,education,intellectual_property,technological_change
7781606,plasma_physics,acoustics
716483,marketing,economic_system,forecasting
871107,economic_system,opinion_poll,social_impact
7089686,taxation,financial_legislation,public_finance
7938190,public_works,technological_change,building_industry
9971,ecosystem,wildlife,industrial_structures
7108438,religion,social_life,cognitive_science
6717908,military_science,personal_data,public_finance
981153,thermodynamics,electrotechnology,cybernetics
5972909,metallurgical_industry,iron_and_steel_industry,ionising_radiation
936049,technology_assessment,technological_change,nanotechnology
8534234,illness,statistics,animal_product
8603288,intellectual_property,visual_arts,mathematics
8048856,computer_equipment,data_recording,computer_network
689737,music,religion,cognitive_science
9496122,ecology,ecosystem,technological_change
710604,coding,intellectual_property,metrology
7703002,performing_arts,law,means_of_communication
6835898,ecosystem,paleontology,anatomy
88206,digital_technology,computer_equipment,coding
8550276,farming_systems,beverages_and_sugar,animal_product
7442526,visual_arts,wildlife,technology_assessment
7338552,military_science,ecosystem,maritime_and_inland_waterway_transport
864090,nanotechnology,digital_technology,technology_assessment
9118809,forestry,ecosystem,climate_change_policy
961330,nanotechnology,anatomy,technological_change
8941842,climate_change_policy
9774947,psychoanalysis,psychology,family
6690902,impact_study,nanotechnology,technology_assessment
7467702,performing_arts,religion,astronomy
7705099,econometrics
8798271,means_of_communication,communications_industry,intellectual_property
998821,economic_indicator,economic_system,capital_movement
846412,statistics,cybernetics,microeconomics
7006767,technological_change,social_life,demography
6771518,intellectual_property,climate_change_policy,financial_legislation
8719641,astronomy,research
9719332,climate_change_policy,wildlife,climate
9655587,optics,astronomy,spectrometry
8056561,public_finance,public_debt,financial_institutions_and_credit
7672453,family,social_life,law
9178866,wood_industry,thermodynamics,nanotechnology
7420852,communications_industry,wildlife,means_of_communication
685429,financial_institutions_and_credit
55125362,glaciology,aquaculture,renewable_energy
7672995,law,intellectual_property,demography
81859,thermodynamics,climate_change_policy,electrotechnology
9087,statistics,cybernetics,technological_change
6815189,psychoanalysis,mathematics,econometrics
9011124,ecosystem,plant_product,animal_product
8105424,farming_systems
652113,information_technology_applications,computer_network
931973,parasitology,immunology,illness
711710,digital_technology,electrotechnology,systems_interconnection
8747614,industrial_production,economic_system,economic_sector
7103278,forestry
8935176,economic_indicator,economic_system,marketing
7761389,intellectual_property,family,social_life
8045414,means_of_communication,research,welfare
6882554,paleontology,intellectual_property,wildlife
8056602,farming_systems,ecosystem,atmosphere
7912863,beverages_and_sugar,maritime_and_inland_waterway_transport,social_life
622189,maritime_and_inland_waterway_transport,land_transport,public_works
913945,optics,astronomy,acoustics
860404,demography,atmosphere,social_situation
9461473,ecology,oceanography,information_science
8057562,consumer,land_transport
9909971,visual_arts,wildlife,astronomy
7489835,marketing
9384746,metals,mechanical_engineering
9545934,microeconomics,supply_and_demand,market_prices
7922431,paleontology,wildlife,astronomy
7411939,atmosphere,astronomy,ecosystem
7616809,maritime_and_inland_waterway_transport,hydrology,oceanography
735805,technological_change,technical_regulations,digital_technology
6524650,digital_technology,nutrition,wood_industry
791710,pharmacology,medical_research,psychology
934295,law,atmosphere,demography
905986,public_finance,public_debt,international_trade
7089418,ecosystem,forestry
6813,astronomy,mechanical_engineering,intellectual_property
8137962,migration,atmosphere,climate_change_policy
719152,forestry,social_situation,education
780612,psychology,welfare,social_life
6117906,forestry
7352988,performing_arts,industrial_structures,goods_and_services
98055,public_debt,economic_system,budget
925497,military_science,technological_change,research
7975239,industrial_production,production,distributive_trades
880435,systems_interconnection,computer_network,technical_regulations
8651376,nanotechnology,electrotechnology,spectrometry
936113,software,computer_equipment,wood_industry
9646204,information_and_information_processing,education
8837430,systems_interconnection,computer_network
8407540,econometrics,research,intellectual_property
718096,medical_research,econometrics,psychoanalysis
7551801,law,economic_system,financial_legislation
88378,visual_arts,wood_industry,plant_product
6327906,industrial_production,technological_change,marketing
8914599,nanotechnology,technological_change,electrotechnology
9311774,forestry,bioenergy
852692,technology_assessment,anatomy,technological_change
7154495,nanotechnology,electrotechnology,electronics
6446285,medical_research,epidemiology,immunology
7069430,monetary_relations,forecasting,statistics
9901908,wind_energy
7135697,research,astronautics,climate_change_policy
59613,nuclear_physics,nanotechnology,chemistry
99277,illness,immunology,epidemiology
67580,demography
735812,electronics_and_electrical_engineering,computer_equipment,digital_technology
7073138,thermodynamics,atmosphere,climate_change_policy
617777,electronics_and_electrical_engineering,mechanical_engineering,chemical_industry
847029,air_and_space_transport
8239144,intellectual_property,nanotechnology,technical_regulations
64196,technology_assessment,intellectual_property,technological_change
874986,economic_system,social_life,religion
8613452,technical_regulations,personal_data,technology_assessment
855048,coding
6827911,means_of_communication,social_impact,information_and_information_processing
6801570,climate_change_policy,consumption,consumer
9526152,technological_change,technology_assessment,psychology
706395,family,performing_arts,literature
631191,glaciology,aquaculture,anatomy
753557,communications_industry,information_storage,means_of_communication
9990961,mechanical_engineering,atmosphere,climate_change_policy
7041634,therapeutics
85082,population_dynamics,economic_system,technology_assessment
9521786,industrial_production,public_works,building_industry
66986,forestry,ecosystem
6827,international_trade,economic_system,research
6640245,econometrics,macroeconomics
926797,digital_technology,data_recording,production
7125481,atmosphere,ecosystem,oceanography
8260365,consumer,ecology,economic_system
8753939,mechanical_engineering,nanotechnology,electrotechnology
7688193,performing_arts,music,means_of_communication
8868769,maritime_and_inland_waterway_transport,intellectual_property,metals
97574,sport_science,nanotechnology,technological_change
7040454,psychology,cognitive_science,social_life
760828,population_dynamics,communications_industry,means_of_communication
8420425,nanotechnology,anatomy,intellectual_property
6886707,prices,economic_indicator,microeconomics
8470559,animal_product,intellectual_property,music
991169,toxicology,economic_sector,technology_assessment
7454610,econometrics
8605679,chemical_industry,mechanical_engineering,technology_assessment
6230205,criminology,technical_profession,climate_change_policy
8936156,consumer,climate_change_policy,ecosystem
9891751,consumption,climate_change_policy,solar_energy
762048,microeconomics,statistics,impact_study
7705752,economic_system
48913098,international_trade,leather_and_textile_industries
8055104,criminology,demography,social_structure
6842902,surgery,industrial_production,building_industry
5810240,paleontology,mathematics,teaching
814242,macroeconomics,financial_market,monetary_relations
726915,chemical_industry
7739441,information_storage,digital_technology,data_recording
871930,information_technology_applications,teaching,intellectual_property
89008,technological_change,intellectual_property,cognitive_science
79726,prices
69796,visual_arts,religion,ecosystem
6604435,atmosphere,meteorology,ecosystem
6935915,astronomy,economic_system,computer_equipment
8149905,anatomy,geology,oceanography
972005,mechanical_engineering,metals,aerodynamics
706357,capital_movement,economic_indicator,digital_technology
6990865,toxicology,pharmacology
993397,chemical_industry
8157570,personal_data,wildlife,military_science
9537177,wildlife
6588066,public_finance,insurance,impact_study
7200558,nanotechnology,technological_change,technology_assessment
6806912,religion,social_life,music
46778063,personal_data,maritime_and_inland_waterway_transport,economic_system
904531,economic_system,wildlife,teaching
8523154,intellectual_property,wildlife,therapeutics
61593,illness,immunology
9369367,technical_regulations,systems_interconnection,law
9323104,public_debt,financial_legislation,international_trade
803262,sport_science,wildlife,teaching
941613,cognitive_science,intellectual_property,coding
9415650,maritime_and_inland_waterway_transport,public_works,mechanical_engineering
698717,leisure,psychology,therapeutics
997483,forestry,agronomy,military_science
9899383,impact_study,technical_profession,air_and_space_transport
987707,industrial_structures,farming_systems,consumer
7350883,coding,intellectual_property,information_technology_applications
6077301,capital_movement,metallurgical_industry,computer_equipment
7392043,software,database
8525556,ecosystem,religion,geomorphology
7481797,atmosphere,bioenergy
6633988,metals,bioenergy,chemical_industry
625197,personal_data,industrial_structures,computer_equipment
6286678,technical_profession,impact_study,economic_sector
6966559,nanotechnology,production,maritime_and_inland_waterway_transport
8534497,capital_movement,economic_indicator,climate_change_policy
847973,criminology,social_life,social_impact
7647686,marketing,production
787012,consumer,financial_legislation,financial_institutions_and_credit
9346993,psychoanalysis
8839922,econometrics
761191,systems_interconnection,computer_network,mechanical_engineering
996317,therapeutics,ecosystem,atmosphere
7164070,farming_systems
763490,anatomy,geology,chemistry
9952055,nuclear_physics
694564,animal_product,agricultural_structures_and_production,forestry
954844,land_transport
7051798,consumer,beverages_and_sugar,personal_data
89344,astronomy,research,intellectual_property
983071,opinion_poll,impact_study,intellectual_property
8343463,atmosphere,soil_science,meteorology
578057,geology,atmosphere,ecosystem
7817474,thermodynamics
89226,sport_science,nanotechnology,technological_change
7824285,international_trade,personal_data,technical_regulations
730297,prices,economic_indicator,forecasting
953723,anatomy,ionising_radiation,chemistry
8709,software,digital_technology,computer_equipment
9269819,digital_technology,technology_assessment,technical_regulations
7210676,data_recording
7029862,toxicology,ecosystem,aquaculture
7674643,music,social_indicator,social_situation
7072189,performing_arts
72718,impact_study,industrial_production,technological_change
875943,forecasting,financial_market,monetary_relations
844265,supply_and_demand,financial_institutions_and_credit,monetary_economics
9612212,plasma_physics,electrotechnology,nuclear_physics
863741,astronomy,astronautics,optics
9775312,leather_and_textile_industries,building_industry,consumption
7828967,ionising_radiation,astronomy,chemistry
6391277,industrial_structures,wildlife,ecosystem
7278427,public_finance,public_debt,economic_system
87179,personal_data,data_recording
773137,economic_system,law,public_debt
8649265,beverages_and_sugar,animal_product
9411171,visual_arts,astronomy,cartography
7982612,intellectual_property,social_life,psychology
8537444,atmosphere,literature,music
8220913,cybernetics,technological_change,nanotechnology
8386043,acoustics,surgery,nanotechnology
9162580,astronomy,coding,economic_system
7138225,consumption,climate_change_policy,ecosystem
9860121,economic_system,criminology,law
91609,ecosystem,maritime_and_inland_waterway_transport,atmosphere
869444,spectrometry,laser_physics
9082469,intellectual_property,social_life,family
9413191,psychology,social_situation,psychoanalysis
49098343,leather_and_textile_industries,farming_systems,animal_product
7855537,audiovisual_equipment
7127489,hydrology,geomorphology,aquaculture
6852,intellectual_property,atmosphere,family
9002673,impact_study,economic_sector
8468344,documentation,religion,visual_arts
7693402,distributive_trades,capital_movement,industrial_structures
9955675,cognitive_science,cybernetics,information_science
972208,law,social_life,psychology
8803431,religion,intellectual_property,ecosystem
859683,astronomy,metrology,cartography
8054393,military_science,intellectual_property,international_trade
758746,econometrics,macroeconomics
8809081,ecosystem,parasitology,ecology
884437,hydrology,ecosystem,atmosphere
7617805,ecosystem,immunology,atmosphere
810594,information_technology_applications,mathematics,optics
803145,religion,climate_change_policy,atmosphere
8719040,personal_data,information_technology_applications,technical_regulations
7732600,geology,atmosphere,research
92410,immunology,ecosystem,atmosphere
77473,ionising_radiation,nuclear_physics,astronomy
9937085,building_industry,intellectual_property,information_technology_applications
7020455,technology_assessment,epidemiology,demography
951561,communications_industry,music,performing_arts
9580890,wildlife,paleontology,parasitology
8697607,agricultural_structures_and_production,economic_system,economic_sector
9416735,welfare,intellectual_property,ecosystem
7614773,performing_arts,visual_arts,consumption
9465992,climate_change_policy,bioenergy,solar_energy
63221,economic_system,law,economic_sector
834308,visual_arts,ecosystem,farming_systems
851640,plant_product
8012729,plant_product,nutrition,ecosystem
7889578,ecosystem,soil_science,forestry
7588416,information_storage
99656,economic_system,macroeconomics,microeconomics
8728216,family,criminology,psychology
9344947,religion
7189398,computer_equipment,digital_technology,computer_network
6220651,marketing,goods_and_services,consumer
9152302,intellectual_property,cognitive_science,medical_research
7805447,psychology,cognitive_science
7043844,electrotechnology,nanotechnology,plasma_physics
9302582,wind_energy
9351730,information_technology_applications
7987185,information_technology_applications,database,systems_interconnection
7986129,technological_change,demography,leisure
8789558,information_technology_applications,social_indicator,education
97193,nanotechnology,optics,nuclear_physics
8195569,farming_systems,industrial_structures,public_works
9501927,marketing,market_prices
9800074,beverages_and_sugar,music,visual_arts
893033,research,climate_change_policy,astronautics
977983,nanotechnology
764323,microeconomics,economic_system,technical_regulations
622962,systems_interconnection,coding,impact_study
79575,intellectual_property,consumer,economic_system
8309537,wind_energy,renewable_energy
8492122,software,systems_interconnection,digital_technology
9811442,ecosystem,geology,climate_change_policy
7292173,software,digital_technology,technology_assessment
8448725,ecology,biology,oceanography
8786174,technical_regulations,economic_system,law
7532767,wildlife,paleontology,intellectual_property
8859863,digital_technology,technological_change,technology_assessment
9630,ecology,ecosystem,aquaculture
8754100,ecology,economic_sector,geography
735814,systems_interconnection,coding
7735923,epidemiology,statistics,economic_indicator
70973,coding
826956,nanotechnology,electrotechnology,chemistry
873307,aerodynamics,astronautics,land_transport
9126587,metals
7155899,family,cognitive_science,criminology
719460,mechanical_engineering,electrotechnology,astronomy
9288321,hydraulic_energy
8648315,research
6605491,law,demography,migration
771826,forestry,ecosystem,climate_change_policy
79797,goods_and_services,ecosystem,atmosphere
7233429,marketing,impact_study,distributive_trades
9000683,industrial_structures,industrial_production,production
86092,animal_product,plant_product,biology
9475737,visual_arts,performing_arts,literature
7757061,communications_industry,audiovisual_equipment,database
6926337,performing_arts,maritime_and_inland_waterway_transport,social_life
9036007,visual_arts,performing_arts,atmosphere
8568920,hydrology,thermodynamics,electrotechnology
906878,optics,electronics
7630,religion,social_structure,atmosphere
7802519,technological_change,information_and_information_processing,technology_assessment
7362920,climate_change_policy,consumer,opinion_poll
8533371,aquaculture,oceanography,astronautics
8557773,parasitology,paleontology,medical_research
7718731,music,opinion_poll,social_indicator
43948637,maritime_and_inland_waterway_transport,wildlife,beverages_and_sugar
8678828,social_structure,law,population_dynamics
8162369,financial_market,monetary_relations,financing_and_investment
8594100,digital_technology,impact_study,technological_change
918877,plasma_physics,nuclear_physics
8797194,aerodynamics,astronautics,technological_change
940764,communications_industry,performing_arts,means_of_communication
704,demography
6226593,technical_profession,technical_regulations,microeconomics
6771400,wildlife,beverages_and_sugar,ecosystem
865267,astronomy,spectrometry,research
8020383,air_and_space_transport
6847263,international_trade,supply_and_demand
9954334,marketing,impact_study,market_prices
9268893,teaching
962799,land_transport
9054715,immunology,illness,epidemiology
9990959,personal_data,criminology,technical_regulations
8752091,documentation,information_and_information_processing,goods_and_services
7088631,electrotechnology,mechanical_engineering,technological_change
68498,renewable_energy,hydraulic_energy,geothermal_energy
7798749,demography,ecology,migration
52779617,wind_energy
7988238,financial_market,monetary_relations,financing_and_investment
922087,mechanical_engineering,technology_assessment,technological_change
963881,coding,electronics,information_science
7703372,social_life,family,literature
9732182,impact_study,statistics,demography
962171,nanotechnology,electrotechnology,technological_change
44506867,leather_and_textile_industries
6365374,music,communications_industry,audiovisual_equipment
7990890,nanotechnology,electrotechnology,astronomy
707893,capital_movement,distributive_trades,marketing
6961332,social_security,economic_sector,statistics
77305,parasitology,demography,anatomy
8454198,economic_system,law,taxation
9427669,leisure,toxicology,technology_assessment
965518,social_indicator,music,metals
7090419,building_industry,consumption,distributive_trades
953440,ionising_radiation,illness,epidemiology
9324487,electronics_and_electrical_engineering,computer_equipment,production
8798777,audiovisual_equipment
6808286,audiovisual_equipment
8881,intellectual_property,education,information_and_information_processing
706106,electrotechnology,technology_assessment,nanotechnology
9464201,maritime_and_inland_waterway_transport,atmosphere,wildlife
7586794,iron_and_steel_industry,metallurgical_industry
9917969,farming_systems
728238,astronomy,spectrometry,atmosphere
5961323,wildlife,econometrics,parasitology
8291909,ecosystem,farming_systems,atmosphere
6832027,international_trade
76532,impact_study,opinion_poll,statistics
626023,metals,ecosystem,geology
994556,chemical_industry,thermodynamics,chemistry
9227595,plant_product
936363,digital_technology,technical_regulations,technology_assessment
7521201,therapeutics,nutrition
6325727,education,impact_study,economic_sector
884979,opinion_poll,documentation,climate_change_policy
8340271,soil_science,econometrics,economic_sector
9452512,military_science,climate_change_policy,ecosystem
9233359,spectrometry,nanotechnology,optics
8020288,impact_study,leisure,coding
7726320,economic_sector,intellectual_property,ecosystem
6390647,research,astronomy
8341465,literature,performing_arts,means_of_communication
9274067,thermodynamics,nanotechnology,nuclear_physics
45036992,economic_indicator,leather_and_textile_industries,research
73682,research,solar_energy
8022350,immunology,technological_change,nanotechnology
82140,ecosystem
7622,digital_technology,computer_equipment,systems_interconnection
81660,nanotechnology,metals,chemical_industry
935037,atmosphere,climate_change_policy,population_dynamics
7157319,visual_arts,building_industry,wood_industry
99175,astronautics,research,atmosphere
7083166,land_transport,air_and_space_transport
9049798,aerodynamics,land_transport,maritime_and_inland_waterway_transport
650321,soil_science,geology,geomorphology
7063356,metallurgical_industry,industrial_structures,public_works
69906,metals,intellectual_property,building_industry
9596122,computer_network,audiovisual_equipment
7601399,marketing
930917,macroeconomics,financial_legislation,economic_indicator
6916790,acoustics,thermodynamics,electrotechnology
9460255,electronics_and_electrical_engineering
99053,research,astronautics,intellectual_property
849697,industrial_structures,visual_arts,building_industry
715089,religion,law,social_structure
731658,impact_study,statistics,technology_assessment
8758949,acoustics,nanotechnology,intellectual_property
7380112,nanotechnology,technological_change,digital_technology
7428697,literature,family,performing_arts
8365468,music,intellectual_property,information_storage
8107062,hydrology,maritime_and_inland_waterway_transport,geomorphology
924166,law
7464700,thermodynamics,atmosphere,mechanical_engineering
9584970,research,technical_regulations,air_and_space_transport
8934164,aquaculture,oceanography,paleontology
928516,agricultural_structures_and_production,economic_sector,industrial_production
8593160,nanotechnology,anatomy,technological_change
8207512,immunology,technological_change,technology_assessment
6571052,climate_change_policy,atmosphere,computer_network
7045974,animal_product
594874,spectrometry,nanotechnology,optics
8567115,insurance,climate_change_policy,atmosphere
977923,atmosphere,geology,ecosystem
988997,cognitive_science,information_and_information_processing,education
9530273,visual_arts,building_industry,technological_change
7273911,cognitive_science,social_life,psychology
802458,ecosystem,economic_system,atmosphere
97078,economic_sector,technological_change,technology_assessment
914475,atmosphere,ecosystem,glaciology
95912,anatomy,intellectual_property,surgery
7256112,electronics_and_electrical_engineering,astronautics,production
891379,computer_equipment,computer_network,digital_technology
907835,intellectual_property,medical_research,research
7912813,air_and_space_transport,economic_system,economic_sector
8056336,forecasting,financial_market,financial_legislation
9715939,military_science,laser_physics,aerodynamics
796008,research
8787159,intellectual_property,cognitive_science,biology
8333073,metrology,acoustics,production
753403,atmosphere,plasma_physics,electrotechnology
8894808,land_transport
81997,atmosphere,astronautics,research
7071096,impact_study,production,microeconomics
9311172,therapeutics,pharmacology
8416444,solar_energy,land_transport
8660687,psychoanalysis,wildlife,family
730793,astronomy,spectrometry,atmosphere
8754492,financing_and_investment
8652995,psychology,education,cognitive_science
9780771,farming_systems,economic_sector,astronomy
7660879,intellectual_property,economic_system,economic_sector
75075,technological_change,toxicology,chemical_industry
765035,atmosphere,law,climate
7555440,international_trade
807997,metallurgical_industry
9813253,econometrics
897095,research,intellectual_property
8884403,audiovisual_equipment,means_of_communication,computer_network
890032,technological_change,cybernetics,nanotechnology
732644,electronics_and_electrical_engineering,capital_movement,land_transport
9209682,farming_systems
7923922,goods_and_services,microeconomics,welfare
6918672,personal_data,criminology,consumer
8171347,animal_product
7788962,military_science,intellectual_property,building_industry
7755898,econometrics,intellectual_property,mathematics
7984208,farming_systems
822360,systems_interconnection
86190,plant_product,economic_sector,bioenergy
8952936,epidemiology,intellectual_property,research
8433215,personal_data,microeconomics,coding
9379584,farming_systems,forestry,agricultural_structures_and_production
728250,astronomy
7529592,maritime_and_inland_waterway_transport,public_works,mechanical_engineering
6430592,econometrics,macroeconomics
65572,microeconomics,prices,social_structure
